message,priority,word_count,response_time_hours,customer_rating,department
"When you <b>get</b> a chance. Team, Small suggestion about the coffee machine for whenever you get to it. Let me know if you need more detail. Regards.",low,27,89.9,,support
"Please take a look. Hello, We are seeing occasional timeouts on the print server. Please treat as top priority. Thanks in advance.",medium,22,,,hr
"Idea for later. Hi all, Just noticed the coffee machine looks a bit out of date. No rush at all. Logged this at 8:46 today. Let me know. WE NEED THIS ASAP. !!!",low,,92.8,5,engineering
"Idea for later. Hi all, Just noticed the office plant rota looks a bit out of date. Sorry to bother you with this. Ticket reference REF-72289. Cheers.",low,27,43.4,,sales
"Issue report. Good morning, the booking system is running slower than usual for everyone. Everyone is impacted. Deadline is tonight. Let me know if you need more detail. Thank you.",,30,11.9,,engineering
"Please take a look. Hey, the invoice tool is running slower than usual for our EU users. Only if you have time. Not totally sure. Many thanks.",medium,27,42.8,,engineering
"Slow performance. Good morning, A few people in the warehouse have mentioned the email server being awkward. Regards.",medium,18,42.8,1,operations
"  Blocked - the CRM. Hello, the whole office is blocked because the CRM keeps timing out. Escalating to the director. Could be nothing.   ",high,23,10.6,,engineering
"Major incident. Morning, We have a full outage on the checkout page affecting the warehouse. Please action right away. The whole company is affected. Escalating to the director. I think, anyway. Many thanks.",critical,33,1.5,,support
"Blocked - the VPN. Good morning, the finance team is blocked because the VPN keeps timing out. Raising this formally. Not totally sure. Let me know if you need more detail. Let me know.",high,34,7.2,2,hr
"Repeated failures. Good morning, the mobile app is failing repeatedly and the warehouse cannot complete their work! This is urgent. Logged this at 12:54 today. Regards.",medium,26,11.0,,hr
  Repeated failures. the invoice tool is rejecting valid requests and the support desk has no workaround. Everyone is impacted. Needs resolving within the hour. Sorry to bother you with this. Thanks.   ,critical,31,4.7,1,support
"Issue report. Hey, the email server is running slower than usual for all customers. Please treat as top priority. Let me know if you need more detail. Thanks.!!!!!!!",medium,28,23.6,2,sales
"Minor thing. <b>Hi</b> team, Just noticed the font on the intranet looks a bit out of date. Cheers.",low,,50.0,5,hr
"the booking system not working. Hello, Errors on the booking system are now stopping our EU users from processing anything. This is time critical. This has to be done today. Happy to give more information. Let me know. Only if you have time.",high,43,7.6,3,sales
"Slow performance. Team, the reporting database threw an error once this morning but recovered. Thanks.",medium,15,35.1,1,operations
"Major incident. Hi all, Customer data on the VPN appears to have been exposed. Needs looking at immediately. Everyone is impacted. It might just be me. Thank you.",critical,28,3.2,2,finance
"Slow performance. Hi, We are seeing occasional timeouts on the invoice tool. We need this fixed by end of day. Only if you have time. Let me know.",low,28,,,engineering
"Issue report. Good morning, the checkout page is running slower than usual for the sales team. Sorry to bother you with this. I can send a screenshot if that helps. Thanks in advance.!!!!!!!",medium,33,12.6,,operations
"When you get a chance. Hello, Would be nice to tidy up the notice board when there is time. Low priority I imagine. Regards.",low,24,59.7,,engineering
  Please take a look. the sales team would like an update on the the warehouse scanners issue from last week. Sorry to bother you with this. Thanks in advance.   ,medium,29,34.2,,hr
"Please take a look. Hi team, A few people in everyone have mentioned the warehouse scanners being awkward. Logged this at 14:27 today. Thanks.",high,24,27.0,1,operations
"Low priority <b>note.</b> Hi team, Could someone update the office plant rota at some point? We need this fixed by end of day. Only if you have time. Logged this at 11:51 today. Thank you.",low,35,59.0,3,operations
"Idea for later. Hello, Small suggestion about the staff photo page for whenever you get to it. Thanks.!!!!!!!",low,18,38.0,3,engineering
"the invoice tool acting up. Team, We are seeing occasional timeouts on the invoice tool. This has to be done today. Whenever you get a chance. Thank you.",medium,28,42.4,,
the reporting database problem. the finance team is blocked because the reporting database keeps timing out. Needs looking at immediately. All users are hitting this. Thanks.,high,26,5.3,,finance
"the HR system acting up. Hey, Could someone check the HR system? our EU users reported something odd. Needs resolving within the hour. Low priority I imagine. Cheers.",high,28,23.7,2,hr
"Emergency. Hey, Customer data on the print server appears to have been exposed. We need THIS ASAP. Deadline is tonight. Ticket reference REF-37202. Regards.",critical,24,0.8,,support
"Issue  report.  Hey,  We are seeing occasional timeouts on the email server. Cheers.",medium,13,22.5,,operations
"Minor thing. Hello, Small suggestion about the parking spreadsheet for whenever you get to it. Happy to give more information. Cheers.",low,21,88.0,,support
Please take a look. the payment gateway threw an error once this morning but recovered. I have restarted my machine already. Regards.,medium,22,20.0,,hr
"the reporting database FULL OUTAGE. Hi, the reporting database has been wiped and the backups are failing as well. All users are hitting this. Cheers.",critical,25,,,support
"URGENT: the <b>VPN</b> down. Hi all, the VPN has stopped processing and we are losing data! EVERYONE is impacted. Thanks.",critical,20,3.7,,support
"Slow performance. Good morning, Could someone check the payment gateway? OUR EU users reported something odd! Whenever you get a chance. Many thanks.",medium,23,,3,support
"When you <b>get</b> a chance. Team, Just noticed the office plant rota looks a bit out of date. No rush at all. Thank you.",medium,24,82.5,,engineering
"Idea for later. Hi team, No action needed right now, just noting the font on the intranet. Sorry to bother you with this. Thanks.",low,24,81.9,,engineering
"Small suggestion. Hello, Is there any chance we could look at the meeting room projector eventually? No rush at all. I can send a screenshot if that helps. Let me know.",low,31,45.0,,engineering
"Need help with the booking system. Team, Errors on the booking system are now stopping the onboarding team from processing anything. Needs looking at immediately. Thanks.!!!!!!!",high,26,,,hr
"Question about the mobile app. Hi, the mobile app threw an error once this morning but recovered. We need this fixed by end of day. I have restarted my machine already. Many thanks.",medium,33,41.1,,engineering
"When you get a chance. Hi team, Small suggestion about the coffee machine for whenever you get to it. Low priority I imagine. Appreciate it.",low,25,74.7,3,support
